Label, Parts Of Speech
sentinels,Default
outposts,Default
insure,verb
perambulation,Default
troop,Default
padding,Default
mordant,Default
imbue,Default
vaults,Default
vaulted,Default
routines,Default
longe,Default
overreaching,Default
unpadded,Default
blanket,Default
wrapped,Default
longeing,Default
girdle,Default
whimsically,Default
laughable,Default
geotextiles,Default
carpeting,Default
interlacing,noun;verb
naturism,Default
nudist,Default
compulsive,Default
peeled,Default
despoil,Default
impoverish,Default
tidal,Default
prescribe,Default
reinforcement,Default
enlist,Default
enroll,Default
enlistment,Default
muster,Default
reinvigorate,Default
replenish,Default
recuperate,Default
leucocyte,Default
spoons,Default
forks,Default
knives,Default
trophies,Default
conducive,Default
nonfiction,Default
discolored,Default
blemished,Default
sullied,adjective;verb
dishonored,Default
grandeur,Default
leadwort,Default
publishes,Default
specializes,Default
loans,Default
borrows,Default
anglophone,Default
kilometers,Default
furlongs,Default
mille,Default
passus,Default
stades,Default
flier,Default
sub,Default
subdomains,Default
subdomain,Default
navigable,Default
bargaining,Default
payout,noun
disband,Default
jubatus,Default
acinonyx,Default
proportionately,adverb
leopard,noun
prefabricated,adjective
subassembly,noun
toner,noun
backup,adjective;noun
console,noun
backside,noun
breeches,noun
breeching,noun
hardens,verb
biopolymer,noun
deoxyribonucleic,Default
nonmagnetic,adjective
assassin,verb;noun
ideological,adjective
defame,verb;noun
libel,verb;noun
treachery,noun
alkaline,adjective;noun
euthanasia,noun
abetting,noun;verb
staking,verb
setback,noun
teenage,noun
vegetate,verb
tan,Default
tanner,noun
tannic,Default
soaking,Default
disagreeable,Default
blundering,Default
turmoil,Default
wreck,Default
untidy,Default
regenerate,Default
healer,Default
vesicula,Default
bleb,Default
vacuole,Default
entrapment,Default
mites,Default
transmissible,adjective
infestation,noun
sarcoptes,Default
scabiei,Default
demodecidae,Default
spp,Default
educated,Default
farmed,Default
devalue,Default
trashy,Default
unease,Default
cadgers,Default
guile,Default
peddle,Default
intrude,Default
sodomize,Default
bushes,Default
cobwebs,Default
filmy,Default
tenuous,Default
diagnostically,Default
civilizing,Default
olea,Default
europaea,Default
unripe,Default
olivary,adjective
oblongata,Default
medulla,Default
oliva,Default
oystercatcher,Default
grayish,Default
taunt,Default
retort,Default
gibe,Default
comeback,Default
quips,Default
digress,Default
diversion,Default
spasmodic,Default
pinching,Default
gripe,Default
flout,Default
jerks,Default
aphidian,Default
sapsucking,Default
superfamily,Default
aphidoidea,Default
leafworm,Default
crawler,Default
carnivora,Default
absorbing,Default
nutrient,Default
trapping,Default
feeds,Default
vegetarian,Default
criticising,Default
attenuated,Default
laxative,Default
purges,Default
catharsis,Default
physic,Default
methodically,Default
adheres,Default
sentry,Default
manning,Default
aunt,Default
uncle,Default
cousin,Default
enlarged,Default
unsubtle,Default
unconfined,adjective
indelicate,adjective
unpublished,adjective
validly,adverb
sequencer,noun
accountant,noun
adequacy,noun
assess,verb
auditors,noun
dianetics,noun
counseling,noun;verb
dictate,verb;noun
perhipheral,Default
periphery,noun
ember,noun
slag,verb;noun
cinders,noun
headword,noun
spiralling,noun;verb
endofunction,Default
shrinking,noun;verb
regressive,adjective
bold,noun
prideful,adjective
bragging,Default
swaying,Default
consequential,Default
vainglorious,Default
ostentatiously,Default
trendy,Default
vacillate,Default
allocate,Default
exits,Default
canoes,Default
paddlers,Default
paddles,Default
oversize,Default
deflectors,Default
scooter,Default
boating,Default
occupant,Default
spirals,Default
sprays,Default
alexander,Default
burrill,Default
mansfield,Default
viola,Default
incremental,Default
waterway,Default
hydraulics,Default
turbinate,Default
increments,Default
flaky,Default
scone,Default
kneaded,Default
infested,Default
weevils,Default
earthenware,Default
hiphop,Default
shuffleboard,Default
estimated,Default
hundredweight,Default
goat,Default
specifications,Default
invent,Default
purebred,Default
technologies,Default
hybridized,Default
biochemistry,Default
fries,Default
bacon,Default
sausages,Default
undulate,Default
tensed,Default
contorted,Default
highlights,Default
friable,Default
flabby,Default
refreshing,Default
sparking,Default
palmae,Default
anciently,Default
rejoicing,Default
awards,Default
eagle,Default
slime,Default
scion,Default
qualifier,Default
broker,Default
underwriters,Default
initiated,Default
undergarment,Default
nudity,Default
slipdress,Default
propeller,Default
slipway,Default
maladaptive,Default
rotor,Default
leash,Default
grindstones,Default
troughs,Default
aqueous,Default
workpieces,Default
pew,Default
synchronous,Default
traction,Default
accidentally,Default
blanching,Default
peels,Default
peach,Default
negligence,Default
omit,verb
slink,verb;adjective;noun
fielders,Default
droop,Default
shrivel,Default
helpless,Default
shrivelled,Default
shrunken,Default
journeyman,Default
shelled,Default
threaded,Default
machined,Default
stash,Default
peghead,Default
guitars,Default
violins,Default
orgasm,Default
jammed,Default
rockface,Default
gunlock,Default
nutting,Default
headbutt,Default
insane,Default
angered,Default
refining,Default
trochilidae,Default
hover,Default
preclude,Default
sequestration,Default
budget,Default
inure,Default
hardy,Default
miserable,Default
inhabiting,Default
primrose,Default
disqualify,Default
drab,Default
cheerless,Default
colorless,Default
grievous,Default
dire,Default
appalling,Default
pallid,Default
swept,Default
intertwined,Default
lowercase,Default
uppercase,Default
heist,Default
originate,Default
sociology,Default
emphasising,Default
wholes,Default
correlate,Default
vacate,Default
fining,Default
clarifying,Default
obscurities,Default
baselessly,Default
uneducated,Default
unknowledgeable,Default
unaware,Default
undiscovered,Default
topics,Default
discussing,Default
convene,Default
judicature,Default
occupationally,Default
quaker,Default
facilitator,Default
responses,Default
symbolizing,Default
candles,Default
lit,Default
cenobite,Default
communally,Default
loner,Default
blotch,Default
friar,Default
agaric,Default
tinder,Default
monachus,Default
xanthosternos,Default
pithecia,Default
cebus,Default
bullfinch,Default
pyrrhula,Default
monkfish,Default
contemplative,Default
explodes,Default
cornea,Default
motorway,Default
eyehole,Default
earthly,Default
habitat,Default
silicate,Default
revitalize,Default
reload,Default
recharged,Default
machination,Default
plots,Default
scheming,Default
appellant,Default
respondent,Default
migrating,Default
persecution,Default
disaster,Default
federal,Default
immigrants,Default
pieridae,Default
nomads,Default
dependents,Default
incantation,Default
spells,Default
invulnerable,Default
allay,Default
charismatic,Default
attracting,Default
gracious,Default
unqualified,Default
rightly,Default
plausibility,Default
rubus,Default
fruticosus,Default
drupelets,Default
blackcurrant,Default
forage,verb;noun
blackberries,Default
seamlessly,adverb
antenna,noun
squirrel,Default
hedgehog,Default
furcula,Default
nuisance,noun
sucker,Default
impertinent,adjective;noun
conceited,Default
pups,Default
whelps,Default
felidae,Default
cathead,Default
tails,Default
catboat,Default
sturdy,Default
merchant,verb;noun
tipcat,Default
vulva,Default
tripod,Default
assailants,Default
flog,Default
catty,Default
reads,Default
unprepared,Default
browsing,Default
catapult,Default
inc,Default
trucks,Default
tractors,Default
groomers,Default
minibuses,Default
hulled,Default
twin,Default
quarrelsome,Default
lashed,Default
fireship,Default
criteria,Default
numbered,Default
composable,Default
transitively,Default
whiskers,Default
siluriformes,Default
barbels,Default
profile,Default
coddle,Default
fuss,Default
gestation,Default
untimely,Default
decade,Default
unpracticed,Default
cooperative,Default
locative,Default
toil,Default
wooing,Default
lacquerware,Default
awning,Default
whalebone,Default
petticoat,Default
expanding,Default
quart,Default
pecks,Default
earring,Default
blouse,Default
harshly,Default
bicycles,Default
cyclic,Default
undergoes,Default
cited,Default
presidential,Default
republics,Default
ceo,Default
presider,Default
topiaries,Default
trimmed,Default
labors,Default
jungle,Default
unsuited,Default
impenetrable,Default
scrubby,Default
electromotive,Default
volt,Default
aunes,Default
denier,noun
hosiery,Default
denies,Default
flummox,Default
propels,Default
oiled,Default
southeast,Default
neighboring,Default
hooded,Default
polyomino,Default
ineffectual,Default
streams,Default
parks,Default
carousel,Default
fairground,Default
circumlocutionary,Default
enveloping,Default
fluidly,Default
argumentation,Default
lds,Default
tithe,Default
boon,Default
clientele,Default
condescension,Default
appointments,noun
tutelary,adjective;noun
guardianship,noun
advowson,noun
patronize,verb
reprehensible,adjective;noun
overview,verb;noun
wiktionary,Default
wmf,Default
minimizes,verb
viewability,Default
removes,verb;noun
convenience,verb;noun
paced,verb
interactive,adjective;noun
tutor,verb;noun
usable,adjective
atp,Default
cytoplasm,noun
indexed,adjective;verb
ldots,Default
gamma,noun
fundamentally,adverb
grapheme,noun
ductus,noun
abstracted,Default
typeface,Default
equating,Default
geology,Default
prehistoric,Default
fossils,Default
archaeological,Default
protoplasm,noun
reagents,Default
lossy,Default
extruded,Default
probe,Default
cheeks,Default
chin,Default
jaws,Default
cetaceans,Default
byssus,Default
shellfish,Default
bivalves,Default
palpi,Default
labial,Default
awn,Default
barb,Default
axehandle,Default
axehead,Default
bridle,Default
heterosexual,Default
bravely,Default
boldly,Default
chagrin,Default
bearded,Default
educating,Default
strategies,Default
sleeps,Default
sleeper,Default
terrorist,Default
saboteur,Default
unobtrusively,Default
spy,Default
goby,Default
odontobutidae,Default
ginglymostomatidae,Default
pajama,noun
joists,Default
floorboards,Default
autopilot,Default
tiller,Default
comprises,verb
autogyro,Default
stabilizer,Default
guides,Default
governor,Default
vaigiensis,Default
kyphosus,Default
turmeric,noun
creativity,noun
anniversary,Default
fiftieth,Default
spindle,Default
spools,Default
daemon,Default
spooler,Default
encases,Default
highlight,Default
studios,Default
projector,Default
illumination,Default
pylons,Default
enlighten,Default
diadem,Default
princely,adverb;adjective
wreath,verb;noun
spire,verb;noun
buttresses,verb;noun
acme,noun
kruna,Default
krone,noun
koruna,noun
korona,Default
decimalization,Default
gums,verb;noun
tucking,noun;verb
unravelling,noun;verb
bights,noun
monocyclic,adjective;noun
ligand,noun
sites,verb;noun
perimeters,noun
tonsure,verb;noun
shaved,verb
knurled,Default
consummate,adjective;verb
birthing,noun;verb
checkers,noun
widen,verb
lodgment,noun
summit,verb;noun
turret,noun
armoured,adjective;verb
batholith,noun
plutonic,adjective
rectangles,noun
triangles,noun
polygons,Default
isosceles,Default
viewing,Default
caboose,Default
lithophane,Default
cram,Default
crowding,Default
sate,Default
hearty,Default
pronominal,Default
contemptuously,Default
unstuffed,Default
stuffit,Default
pillows,Default
saddles,Default
tallow,Default
acquires,Default
loophole,Default
pounded,Default
throbs,Default
gnashed,Default
slap,adverb;verb;noun
wetly,Default
smacked,Default
smacks,Default
enrage,Default
rage,Default
morbidly,Default
congested,Default
incensed,Default
inflaming,Default
kindling,Default
redness,Default
bursting,Default
surveyor,Default
showiness,Default
overpowered,Default
dazzlement,Default
astounding,Default
metamorphic,Default
igneous,Default
standings,Default
trackbed,Default
electrics,Default
freedoms,Default
electrostatic,Default
unsuitably,Default
throne,Default
unrestricted,Default
malus,Default
domestica,Default
temperate,Default
climates,Default
thorn,Default
adam,Default
pears,Default
smiling,Default
skinned,Default
buds,Default
chambered,Default
compartments,Default
julian,Default
hemispheres,Default
mentality,Default
idols,Default
jaynes,Default
cultureless,Default
unsophisticated,Default
freshman,Default
coalescence,Default
vs,Default
polluted,Default
forefather,Default
dynasty,Default
precursor,Default
frail,Default
founds,Default
elders,Default
superiors,Default
vocatively,Default
fathered,Default
procreate,Default
holidays,Default
prequel,Default
bureaucracy,Default
pusher,Default
consulted,Default
melchizedek,Default
missionary,Default
priestess,Default
heathen,Default
reprove,Default
chalice,Default
sucked,verb
revenge,verb;noun
furnishings,noun
placement,noun
transformed,adjective;verb
restated,verb
revisited,verb
apartments,noun
complexes,verb;noun
metadata,noun
miners,noun
brattices,noun
deputies,noun
corps,noun
gislatif,Default
capitalised,verb
ireann,Default
il,Default
deputise,verb
bailee,noun
handing,noun;verb
bailor,noun
troth,verb;noun
sickly,adverb;adjective;verb
misbehaving,noun
disobedient,adjective;noun
overripe,adjective
malodorous,adjective
unskilled,adjective
unkind,adjective
sublime,Default
singularly,Default
pessimal,Default
argues,Default
intercessor,Default
tribunal,Default
collector,Default
inquisitorial,Default
prosecutes,Default
prosecuting,Default
colonists,Default
emigrants,Default
religions,verb;noun
homage,Default
adulation,Default
infuriate,Default
electrolysis,Default
perennially,Default
deplete,Default
playfield,Default
tunnels,Default
drained,Default
astuteness,Default
oligosaccharide,Default
hoisted,Default
lateen,Default
garbage,Default
unsaleable,Default
devastation,Default
disasters,Default
uselessly,Default
fences,Default
amniotic,Default
amphibia,Default
amphibious,Default
scavenge,Default
situ,Default
informality,Default
impertinence,Default
eighths,Default
percent,adverb;noun
wrecked,Default
alluvium,Default
neighbouring,Default
idol,Default
shafts,Default
fallen,Default
